config,idx,source,true_label,ood_score,pred_label,correct
chốt demo (user),375,AAM_mineral_rich,OOD,0.7,ID,0
chốt demo (user),376,AAM_mineral_rich,OOD,0.7,ID,0
chốt demo (user),377,AAM_mineral_rich,OOD,0.7,ID,0
chốt demo (user),378,AAM_mineral_rich,OOD,0.7,ID,0
chốt demo (user),379,AAM_mineral_rich,OOD,0.7,ID,0
chốt demo (user),380,AAM_mineral_rich,OOD,0.7,ID,0
chốt demo (user),381,AAM_mineral_rich,OOD,0.693099,ID,0
chốt demo (user),382,AAM_mineral_rich,OOD,0.7,ID,0
chốt demo (user),383,AAM_mineral_rich,OOD,0.699387,ID,0
chốt demo (user),384,AAM_mineral_rich,OOD,0.697352,ID,0
chốt demo (user),385,AAM_mineral_rich,OOD,0.7,ID,0
chốt demo (user),386,AAM_mineral_rich,OOD,0.7,ID,0
chốt demo (user),387,AAM_mineral_rich,OOD,0.7,ID,0
chốt demo (user),388,AAM_mineral_rich,OOD,0.7,ID,0
chốt demo (user),389,AAM_mineral_rich,OOD,0.697351,ID,0
chốt demo (user),390,AAM_mineral_rich,OOD,0.7,ID,0
chốt demo (user),391,AAM_mineral_rich,OOD,0.7,ID,0
chốt demo (user),392,AAM_mineral_rich,OOD,0.691436,ID,0
chốt demo (user),393,AAM_mineral_rich,OOD,0.7,ID,0
chốt demo (user),394,AAM_mineral_rich,OOD,0.7,ID,0
chốt demo (user),395,AAM_mineral_rich,OOD,0.699999,ID,0
chốt demo (user),396,AAM_mineral_rich,OOD,0.67098,ID,0
chốt demo (user),397,AAM_mineral_rich,OOD,0.699999,ID,0
chốt demo (user),398,AAM_mineral_rich,OOD,0.7,ID,0
chốt demo (user),399,AAM_mineral_rich,OOD,0.7,ID,0
chốt demo (user),400,AAM_mineral_rich,OOD,0.7,ID,0
chốt demo (user),401,AAM_mineral_rich,OOD,0.699983,ID,0
chốt demo (user),402,AAM_mineral_rich,OOD,0.7,ID,0
chốt demo (user),403,AAM_mineral_rich,OOD,0.7,ID,0
chốt demo (user),404,AAM_mineral_rich,OOD,0.7,ID,0
chốt demo (user),405,AAM_mineral_rich,OOD,0.7,ID,0
chốt demo (user),406,AAM_mineral_rich,OOD,0.699996,ID,0
chốt demo (user),407,AAM_mineral_rich,OOD,0.690197,ID,0
chốt demo (user),408,AAM_mineral_rich,OOD,0.7,ID,0
chốt demo (user),409,AAM_mineral_rich,OOD,0.675239,ID,0
chốt demo (user),410,AAM_mineral_rich,OOD,0.7,ID,0
chốt demo (user),411,AAM_mineral_rich,OOD,0.68884,ID,0
chốt demo (user),412,AAM_mineral_rich,OOD,0.699995,ID,0
chốt demo (user),413,AAM_mineral_rich,OOD,0.69964,ID,0
chốt demo (user),414,AAM_mineral_rich,OOD,0.7,ID,0
chốt demo (user),415,AAM_mineral_rich,OOD,0.7,ID,0
chốt demo (user),416,AAM_mineral_rich,OOD,0.7,ID,0
chốt demo (user),417,AAM_mineral_rich,OOD,0.7,ID,0
chốt demo (user),418,AAM_mineral_rich,OOD,0.7,ID,0
chốt demo (user),419,AAM_mineral_rich,OOD,0.7,ID,0
chốt demo (user),420,AAM_mineral_rich,OOD,0.7,ID,0
chốt demo (user),421,AAM_mineral_rich,OOD,0.69198,ID,0
chốt demo (user),422,AAM_mineral_rich,OOD,0.7,ID,0
chốt demo (user),423,AAM_mineral_rich,OOD,0.699831,ID,0
chốt demo (user),424,AAM_mineral_rich,OOD,0.7,ID,0
chốt demo (user),425,AAM_mineral_rich,OOD,0.7,ID,0
chốt demo (user),426,AAM_mineral_rich,OOD,0.699942,ID,0
chốt demo (user),427,AAM_mineral_rich,OOD,0.699978,ID,0
chốt demo (user),428,AAM_mineral_rich,OOD,0.697472,ID,0
chốt demo (user),429,AAM_mineral_rich,OOD,0.580548,ID,0
chốt demo (user),430,AAM_mineral_rich,OOD,0.7,ID,0
chốt demo (user),431,AAM_mineral_rich,OOD,0.699874,ID,0
chốt demo (user),432,AAM_mineral_rich,OOD,0.699953,ID,0
chốt demo (user),433,AAM_mineral_rich,OOD,0.7,ID,0
chốt demo (user),434,AAM_mineral_rich,OOD,0.450713,ID,0
chốt demo (user),435,AAM_mineral_rich,OOD,0.547895,ID,0
chốt demo (user),436,AAM_mineral_rich,OOD,0.7,ID,0
chốt demo (user),437,AAM_mineral_rich,OOD,0.7,ID,0
chốt demo (user),438,AAM_mineral_rich,OOD,0.697799,ID,0
chốt demo (user),439,AAM_mineral_rich,OOD,0.7,ID,0
chốt demo (user),440,AAM_mineral_rich,OOD,0.7,ID,0
chốt demo (user),441,AAM_mineral_rich,OOD,0.7,ID,0
chốt demo (user),442,AAM_mineral_rich,OOD,0.7,ID,0
chốt demo (user),443,AAM_mineral_rich,OOD,0.592811,ID,0
chốt demo (user),444,AAM_mineral_rich,OOD,0.7,ID,0
chốt demo (user),445,AAM_mineral_rich,OOD,0.699969,ID,0
chốt demo (user),446,AAM_mineral_rich,OOD,0.7,ID,0
chốt demo (user),447,AAM_mineral_rich,OOD,0.7,ID,0
chốt demo (user),448,AAM_mineral_rich,OOD,0.699999,ID,0
chốt demo (user),449,AAM_mineral_rich,OOD,0.7,ID,0
chốt demo (user),450,AAM_mineral_rich,OOD,0.7,ID,0
chốt demo (user),451,AAM_mineral_rich,OOD,0.699999,ID,0
chốt demo (user),452,AAM_mineral_rich,OOD,0.7,ID,0
chốt demo (user),453,AAM_mineral_rich,OOD,0.7,ID,0
chốt demo (user),454,AAM_mineral_rich,OOD,0.7,ID,0
chốt demo (user),455,AAM_mineral_rich,OOD,0.698404,ID,0
chốt demo (user),456,AAM_mineral_rich,OOD,0.7,ID,0
chốt demo (user),457,AAM_mineral_rich,OOD,0.7,ID,0
chốt demo (user),458,AAM_mineral_rich,OOD,0.7,ID,0
chốt demo (user),459,AAM_mineral_rich,OOD,0.7,ID,0
chốt demo (user),460,AAM_mineral_rich,OOD,0.7,ID,0
chốt demo (user),461,AAM_mineral_rich,OOD,0.7,ID,0
chốt demo (user),462,AAM_mineral_rich,OOD,0.530897,ID,0
chốt demo (user),463,AAM_mineral_rich,OOD,0.7,ID,0
chốt demo (user),464,AAM_mineral_rich,OOD,0.631929,ID,0
chốt demo (user),465,AAM_mineral_rich,OOD,0.69998,ID,0
chốt demo (user),466,AAM_mineral_rich,OOD,0.69983,ID,0
chốt demo (user),467,AAM_mineral_rich,OOD,0.666103,ID,0
chốt demo (user),468,AAM_mineral_rich,OOD,0.696913,ID,0
chốt demo (user),469,AAM_mineral_rich,OOD,0.7,ID,0
chốt demo (user),470,AAM_mineral_rich,OOD,0.699996,ID,0
chốt demo (user),471,AAM_mineral_rich,OOD,0.7,ID,0
chốt demo (user),472,AAM_mineral_rich,OOD,0.699987,ID,0
chốt demo (user),473,AAM_mineral_rich,OOD,0.7,ID,0
chốt demo (user),474,AAM_mineral_rich,OOD,0.699998,ID,0
chốt demo (user),475,AAM_mineral_rich,OOD,0.7,ID,0
chốt demo (user),476,AAM_mineral_rich,OOD,0.693187,ID,0
chốt demo (user),477,AAM_mineral_rich,OOD,0.7,ID,0
chốt demo (user),478,AAM_mineral_rich,OOD,0.699999,ID,0
chốt demo (user),479,AAM_mineral_rich,OOD,0.7,ID,0
chốt demo (user),480,AAM_mineral_rich,OOD,0.7,ID,0
chốt demo (user),481,AAM_mineral_rich,OOD,0.7,ID,0
chốt demo (user),482,AAM_mineral_rich,OOD,0.7,ID,0
chốt demo (user),483,AAM_mineral_rich,OOD,0.7,ID,0
chốt demo (user),484,AAM_mineral_rich,OOD,0.699993,ID,0
chốt demo (user),485,AAM_mineral_rich,OOD,0.7,ID,0
chốt demo (user),486,AAM_mineral_rich,OOD,0.7,ID,0
chốt demo (user),487,AAM_mineral_rich,OOD,0.6972,ID,0
chốt demo (user),488,AAM_mineral_rich,OOD,0.690788,ID,0
chốt demo (user),489,AAM_mineral_rich,OOD,0.7,ID,0
chốt demo (user),490,AAM_mineral_rich,OOD,0.7,ID,0
chốt demo (user),491,AAM_mineral_rich,OOD,0.699997,ID,0
chốt demo (user),492,AAM_mineral_rich,OOD,0.7,ID,0
chốt demo (user),493,AAM_mineral_rich,OOD,0.699936,ID,0
chốt demo (user),494,AAM_mineral_rich,OOD,0.699425,ID,0
chốt demo (user),495,AAM_mineral_rich,OOD,0.660017,ID,0
chốt demo (user),496,AAM_mineral_rich,OOD,0.7,ID,0
chốt demo (user),497,AAM_mineral_rich,OOD,0.649825,ID,0
chốt demo (user),498,AAM_mineral_rich,OOD,0.7,ID,0
chốt demo (user),499,AAM_mineral_rich,OOD,0.699998,ID,0
chốt demo (user),500,AAM_mineral_rich,OOD,0.7,ID,0
chốt demo (user),501,AAM_mineral_rich,OOD,0.697649,ID,0
chốt demo (user),502,AAM_mineral_rich,OOD,0.7,ID,0
chốt demo (user),503,AAM_mineral_rich,OOD,0.698805,ID,0
chốt demo (user),504,AAM_mineral_rich,OOD,0.7,ID,0
chốt demo (user),505,AAM_mineral_rich,OOD,0.7,ID,0
chốt demo (user),506,AAM_mineral_rich,OOD,0.7,ID,0
chốt demo (user),507,AAM_mineral_rich,OOD,0.7,ID,0
chốt demo (user),508,AAM_mineral_rich,OOD,0.699998,ID,0
chốt demo (user),509,AAM_mineral_rich,OOD,0.699995,ID,0
chốt demo (user),510,AAM_mineral_rich,OOD,0.69997,ID,0
chốt demo (user),511,AAM_mineral_rich,OOD,0.7,ID,0
chốt demo (user),512,AAM_mineral_rich,OOD,0.699508,ID,0
chốt demo (user),513,AAM_mineral_rich,OOD,0.7,ID,0
chốt demo (user),514,AAM_mineral_rich,OOD,0.699088,ID,0
chốt demo (user),515,AAM_mineral_rich,OOD,0.7,ID,0
chốt demo (user),516,AAM_mineral_rich,OOD,0.38836,ID,0
chốt demo (user),517,AAM_mineral_rich,OOD,0.7,ID,0
chốt demo (user),518,AAM_mineral_rich,OOD,0.695757,ID,0
chốt demo (user),519,AAM_mineral_rich,OOD,0.699986,ID,0
chốt demo (user),520,AAM_mineral_rich,OOD,0.7,ID,0
chốt demo (user),521,AAM_mineral_rich,OOD,0.684183,ID,0
chốt demo (user),522,AAM_mineral_rich,OOD,0.7,ID,0
chốt demo (user),523,AAM_mineral_rich,OOD,0.699976,ID,0
chốt demo (user),524,AAM_mineral_rich,OOD,0.699974,ID,0
chốt demo (user),525,AAM_mineral_rich,OOD,0.7,ID,0
chốt demo (user),526,AAM_mineral_rich,OOD,0.7,ID,0
chốt demo (user),527,AAM_mineral_rich,OOD,0.699997,ID,0
chốt demo (user),528,AAM_mineral_rich,OOD,0.686205,ID,0
chốt demo (user),529,AAM_mineral_rich,OOD,0.7,ID,0
chốt demo (user),530,AAM_mineral_rich,OOD,0.7,ID,0
chốt demo (user),531,AAM_mineral_rich,OOD,0.679185,ID,0
chốt demo (user),532,AAM_mineral_rich,OOD,0.699999,ID,0
chốt demo (user),533,AAM_mineral_rich,OOD,0.527931,ID,0
chốt demo (user),534,AAM_mineral_rich,OOD,0.7,ID,0
chốt demo (user),535,AAM_mineral_rich,OOD,0.699977,ID,0
chốt demo (user),536,AAM_mineral_rich,OOD,0.7,ID,0
chốt demo (user),537,AAM_mineral_rich,OOD,0.699989,ID,0
chốt demo (user),538,AAM_mineral_rich,OOD,0.699999,ID,0
chốt demo (user),539,AAM_mineral_rich,OOD,0.699998,ID,0
chốt demo (user),540,AAM_mineral_rich,OOD,0.7,ID,0
chốt demo (user),541,AAM_mineral_rich,OOD,0.7,ID,0
chốt demo (user),542,AAM_mineral_rich,OOD,0.593955,ID,0
chốt demo (user),543,AAM_mineral_rich,OOD,0.699955,ID,0
chốt demo (user),544,AAM_mineral_rich,OOD,0.699999,ID,0
chốt demo (user),545,AAM_mineral_rich,OOD,0.7,ID,0
chốt demo (user),546,AAM_mineral_rich,OOD,0.699989,ID,0
chốt demo (user),547,AAM_mineral_rich,OOD,0.699909,ID,0
chốt demo (user),548,AAM_mineral_rich,OOD,0.699994,ID,0
chốt demo (user),549,AAM_mineral_rich,OOD,0.699991,ID,0
chốt demo (user),550,AAM_mineral_rich,OOD,0.691382,ID,0
chốt demo (user),551,AAM_mineral_rich,OOD,0.7,ID,0
chốt demo (user),552,AAM_mineral_rich,OOD,0.699982,ID,0
chốt demo (user),553,AAM_mineral_rich,OOD,0.7,ID,0
chốt demo (user),554,AAM_mineral_rich,OOD,0.699912,ID,0
chốt demo (user),555,AAM_mineral_rich,OOD,0.699992,ID,0
chốt demo (user),556,AAM_mineral_rich,OOD,0.698024,ID,0
chốt demo (user),557,AAM_mineral_rich,OOD,0.7,ID,0
chốt demo (user),558,AAM_mineral_rich,OOD,0.699996,ID,0
chốt demo (user),559,AAM_mineral_rich,OOD,0.699994,ID,0
chốt demo (user),560,AAM_mineral_rich,OOD,0.7,ID,0
chốt demo (user),561,AAM_mineral_rich,OOD,0.7,ID,0
chốt demo (user),562,AAM_mineral_rich,OOD,0.699973,ID,0
chốt demo (user),563,AAM_mineral_rich,OOD,0.699978,ID,0
chốt demo (user),564,AAM_mineral_rich,OOD,0.699999,ID,0
chốt demo (user),565,AAM_mineral_rich,OOD,0.7,ID,0
chốt demo (user),566,AAM_mineral_rich,OOD,0.7,ID,0
chốt demo (user),567,AAM_mineral_rich,OOD,0.696717,ID,0
chốt demo (user),568,AAM_mineral_rich,OOD,0.699913,ID,0
chốt demo (user),569,AAM_mineral_rich,OOD,0.699996,ID,0
chốt demo (user),570,AAM_mineral_rich,OOD,0.7,ID,0
chốt demo (user),571,AAM_mineral_rich,OOD,0.7,ID,0
chốt demo (user),572,AAM_mineral_rich,OOD,0.699999,ID,0
chốt demo (user),573,AAM_mineral_rich,OOD,0.699361,ID,0
chốt demo (user),574,AAM_mineral_rich,OOD,0.699959,ID,0
chốt demo (user),575,AAM_mineral_rich,OOD,0.7,ID,0
chốt demo (user),576,AAM_mineral_rich,OOD,0.698507,ID,0
chốt demo (user),577,AAM_mineral_rich,OOD,0.7,ID,0
chốt demo (user),578,AAM_mineral_rich,OOD,0.620969,ID,0
chốt demo (user),579,AAM_mineral_rich,OOD,0.699871,ID,0
chốt demo (user),580,AAM_mineral_rich,OOD,0.7,ID,0
chốt demo (user),581,AAM_mineral_rich,OOD,0.7,ID,0
chốt demo (user),582,AAM_mineral_rich,OOD,0.699997,ID,0
chốt demo (user),583,AAM_mineral_rich,OOD,0.7,ID,0
chốt demo (user),584,AAM_mineral_rich,OOD,0.699413,ID,0
chốt demo (user),585,AAM_mineral_rich,OOD,0.7,ID,0
chốt demo (user),586,AAM_mineral_rich,OOD,0.7,ID,0
chốt demo (user),587,AAM_mineral_rich,OOD,0.695934,ID,0
chốt demo (user),588,AAM_mineral_rich,OOD,0.7,ID,0
chốt demo (user),589,AAM_mineral_rich,OOD,0.69913,ID,0
chốt demo (user),590,AAM_mineral_rich,OOD,0.7,ID,0
chốt demo (user),591,AAM_mineral_rich,OOD,0.690064,ID,0
chốt demo (user),592,AAM_mineral_rich,OOD,0.38945,ID,0
chốt demo (user),593,AAM_mineral_rich,OOD,0.699993,ID,0
chốt demo (user),594,AAM_mineral_rich,OOD,0.7,ID,0
chốt demo (user),595,AAM_mineral_rich,OOD,0.7,ID,0
chốt demo (user),596,AAM_mineral_rich,OOD,0.7,ID,0
chốt demo (user),597,AAM_mineral_rich,OOD,0.7,ID,0
chốt demo (user),598,AAM_mineral_rich,OOD,0.7,ID,0
chốt demo (user),599,AAM_mineral_rich,OOD,0.699736,ID,0
chốt demo (user),600,AAM_mineral_rich,OOD,0.699993,ID,0
chốt demo (user),601,AAM_mineral_rich,OOD,0.7,ID,0
chốt demo (user),602,AAM_mineral_rich,OOD,0.697004,ID,0
chốt demo (user),603,AAM_mineral_rich,OOD,0.699997,ID,0
chốt demo (user),604,AAM_mineral_rich,OOD,0.7,ID,0
chốt demo (user),605,AAM_mineral_rich,OOD,0.7,ID,0
chốt demo (user),606,AAM_mineral_rich,OOD,0.7,ID,0
chốt demo (user),607,AAM_mineral_rich,OOD,0.699999,ID,0
chốt demo (user),608,AAM_mineral_rich,OOD,0.699993,ID,0
chốt demo (user),609,AAM_mineral_rich,OOD,0.699962,ID,0
chốt demo (user),610,AAM_mineral_rich,OOD,0.7,ID,0
chốt demo (user),611,AAM_mineral_rich,OOD,0.699998,ID,0
chốt demo (user),612,AAM_mineral_rich,OOD,0.7,ID,0
chốt demo (user),613,AAM_mineral_rich,OOD,0.7,ID,0
chốt demo (user),614,AAM_mineral_rich,OOD,0.7,ID,0
chốt demo (user),615,AAM_mineral_rich,OOD,0.699621,ID,0
chốt demo (user),616,AAM_mineral_rich,OOD,0.699318,ID,0
chốt demo (user),617,AAM_mineral_rich,OOD,0.7,ID,0
chốt demo (user),618,AAM_mineral_rich,OOD,0.688628,ID,0
chốt demo (user),619,AAM_mineral_rich,OOD,0.699969,ID,0
chốt demo (user),620,AAM_mineral_rich,OOD,0.69997,ID,0
chốt demo (user),621,AAM_mineral_rich,OOD,0.699153,ID,0
chốt demo (user),622,AAM_mineral_rich,OOD,0.699993,ID,0
chốt demo (user),623,AAM_mineral_rich,OOD,0.7,ID,0
chốt demo (user),624,AAM_mineral_rich,OOD,0.69754,ID,0
chốt demo (user),625,AAM_mineral_rich,OOD,0.7,ID,0
chốt demo (user),626,AAM_mineral_rich,OOD,0.7,ID,0
chốt demo (user),627,AAM_mineral_rich,OOD,0.7,ID,0
chốt demo (user),628,AAM_mineral_rich,OOD,0.7,ID,0
chốt demo (user),629,AAM_mineral_rich,OOD,0.7,ID,0
chốt demo (user),630,AAM_mineral_rich,OOD,0.7,ID,0
chốt demo (user),631,AAM_mineral_rich,OOD,0.7,ID,0
chốt demo (user),632,AAM_mineral_rich,OOD,0.7,ID,0
chốt demo (user),633,AAM_mineral_rich,OOD,0.7,ID,0
chốt demo (user),634,AAM_mineral_rich,OOD,0.699999,ID,0
chốt demo (user),635,AAM_mineral_rich,OOD,0.7,ID,0
chốt demo (user),636,AAM_mineral_rich,OOD,0.696289,ID,0
chốt demo (user),637,AAM_mineral_rich,OOD,0.699391,ID,0
chốt demo (user),638,AAM_mineral_rich,OOD,0.7,ID,0
chốt demo (user),639,AAM_mineral_rich,OOD,0.244105,ID,0
chốt demo (user),640,AAM_mineral_rich,OOD,0.7,ID,0
chốt demo (user),641,AAM_mineral_rich,OOD,0.699998,ID,0
chốt demo (user),642,AAM_mineral_rich,OOD,0.689722,ID,0
chốt demo (user),643,AAM_mineral_rich,OOD,0.7,ID,0
chốt demo (user),644,AAM_mineral_rich,OOD,0.699999,ID,0
chốt demo (user),645,AAM_mineral_rich,OOD,0.7,ID,0
chốt demo (user),646,AAM_mineral_rich,OOD,0.694073,ID,0
chốt demo (user),647,AAM_mineral_rich,OOD,0.7,ID,0
chốt demo (user),648,AAM_mineral_rich,OOD,0.7,ID,0
chốt demo (user),649,AAM_mineral_rich,OOD,0.699994,ID,0
chốt demo (user),650,AAM_mineral_rich,OOD,0.699979,ID,0
chốt demo (user),651,AAM_mineral_rich,OOD,0.7,ID,0
chốt demo (user),652,AAM_mineral_rich,OOD,0.7,ID,0
chốt demo (user),653,AAM_mineral_rich,OOD,0.7,ID,0
chốt demo (user),654,AAM_mineral_rich,OOD,0.699906,ID,0
chốt demo (user),655,AAM_mineral_rich,OOD,0.7,ID,0
chốt demo (user),656,AAM_mineral_rich,OOD,0.699911,ID,0
chốt demo (user),657,AAM_mineral_rich,OOD,0.7,ID,0
chốt demo (user),658,AAM_mineral_rich,OOD,0.7,ID,0
chốt demo (user),659,AAM_mineral_rich,OOD,0.7,ID,0
chốt demo (user),660,AAM_mineral_rich,OOD,0.699993,ID,0
chốt demo (user),661,AAM_mineral_rich,OOD,0.7,ID,0
chốt demo (user),662,AAM_mineral_rich,OOD,0.7,ID,0
chốt demo (user),663,AAM_mineral_rich,OOD,0.699935,ID,0
chốt demo (user),664,AAM_mineral_rich,OOD,0.699795,ID,0
chốt demo (user),665,AAM_mineral_rich,OOD,0.699929,ID,0
chốt demo (user),666,AAM_mineral_rich,OOD,0.7,ID,0
chốt demo (user),667,AAM_mineral_rich,OOD,0.7,ID,0
chốt demo (user),668,AAM_mineral_rich,OOD,0.7,ID,0
chốt demo (user),669,AAM_mineral_rich,OOD,0.7,ID,0
chốt demo (user),670,AAM_mineral_rich,OOD,0.699924,ID,0
chốt demo (user),671,AAM_mineral_rich,OOD,0.699997,ID,0
chốt demo (user),672,AAM_mineral_rich,OOD,0.695036,ID,0
chốt demo (user),673,AAM_mineral_rich,OOD,0.7,ID,0
chốt demo (user),674,AAM_mineral_rich,OOD,0.7,ID,0
chốt demo (user),675,AAM_mineral_rich,OOD,0.698931,ID,0
chốt demo (user),676,AAM_mineral_rich,OOD,0.692568,ID,0
chốt demo (user),677,AAM_mineral_rich,OOD,0.7,ID,0
chốt demo (user),678,AAM_mineral_rich,OOD,0.699784,ID,0
chốt demo (user),679,AAM_mineral_rich,OOD,0.7,ID,0
chốt demo (user),680,AAM_mineral_rich,OOD,0.69981,ID,0
chốt demo (user),681,AAM_mineral_rich,OOD,0.7,ID,0
chốt demo (user),682,AAM_mineral_rich,OOD,0.699999,ID,0
chốt demo (user),683,AAM_mineral_rich,OOD,0.7,ID,0
chốt demo (user),684,AAM_mineral_rich,OOD,0.7,ID,0
chốt demo (user),685,AAM_mineral_rich,OOD,0.7,ID,0
chốt demo (user),686,AAM_mineral_rich,OOD,0.7,ID,0
chốt demo (user),687,AAM_mineral_rich,OOD,0.699291,ID,0
chốt demo (user),688,AAM_mineral_rich,OOD,0.7,ID,0
chốt demo (user),689,AAM_mineral_rich,OOD,0.573796,ID,0
chốt demo (user),690,AAM_mineral_rich,OOD,0.7,ID,0
chốt demo (user),691,AAM_mineral_rich,OOD,0.7,ID,0
chốt demo (user),692,AAM_mineral_rich,OOD,0.510027,ID,0
chốt demo (user),693,AAM_mineral_rich,OOD,0.69965,ID,0
chốt demo (user),694,AAM_mineral_rich,OOD,0.7,ID,0
chốt demo (user),695,AAM_mineral_rich,OOD,0.7,ID,0
chốt demo (user),696,AAM_mineral_rich,OOD,0.7,ID,0
chốt demo (user),697,AAM_mineral_rich,OOD,0.7,ID,0
chốt demo (user),698,AAM_mineral_rich,OOD,0.7,ID,0
chốt demo (user),699,AAM_mineral_rich,OOD,0.699999,ID,0
chốt demo (user),700,AAM_mineral_rich,OOD,0.680296,ID,0
chốt demo (user),701,AAM_mineral_rich,OOD,0.699989,ID,0
chốt demo (user),702,AAM_mineral_rich,OOD,0.7,ID,0
chốt demo (user),703,AAM_mineral_rich,OOD,0.7,ID,0
chốt demo (user),704,AAM_mineral_rich,OOD,0.7,ID,0
chốt demo (user),705,AAM_mineral_rich,OOD,0.7,ID,0
chốt demo (user),706,AAM_mineral_rich,OOD,0.7,ID,0
chốt demo (user),707,AAM_mineral_rich,OOD,0.7,ID,0
chốt demo (user),708,AAM_mineral_rich,OOD,0.7,ID,0
chốt demo (user),709,AAM_mineral_rich,OOD,0.7,ID,0
chốt demo (user),710,AAM_mineral_rich,OOD,0.699999,ID,0
chốt demo (user),711,AAM_mineral_rich,OOD,0.7,ID,0
chốt demo (user),712,AAM_mineral_rich,OOD,0.7,ID,0
chốt demo (user),713,AAM_mineral_rich,OOD,0.699573,ID,0
chốt demo (user),714,AAM_mineral_rich,OOD,0.7,ID,0
chốt demo (user),715,AAM_mineral_rich,OOD,0.7,ID,0
chốt demo (user),716,AAM_mineral_rich,OOD,0.7,ID,0
chốt demo (user),717,AAM_mineral_rich,OOD,0.7,ID,0
chốt demo (user),718,AAM_mineral_rich,OOD,0.7,ID,0
chốt demo (user),719,AAM_mineral_rich,OOD,0.7,ID,0
chốt demo (user),720,AAM_mineral_rich,OOD,0.7,ID,0
chốt demo (user),721,AAM_mineral_rich,OOD,0.697301,ID,0
chốt demo (user),722,AAM_mineral_rich,OOD,0.7,ID,0
chốt demo (user),723,AAM_mineral_rich,OOD,0.69958,ID,0
chốt demo (user),724,AAM_mineral_rich,OOD,0.7,ID,0
chốt demo (user),725,AAM_mineral_rich,OOD,0.7,ID,0
chốt demo (user),726,AAM_mineral_rich,OOD,0.7,ID,0
chốt demo (user),727,AAM_mineral_rich,OOD,0.690403,ID,0
chốt demo (user),728,AAM_mineral_rich,OOD,0.7,ID,0
chốt demo (user),729,AAM_mineral_rich,OOD,0.7,ID,0
chốt demo (user),730,AAM_mineral_rich,OOD,0.7,ID,0
chốt demo (user),731,AAM_mineral_rich,OOD,0.680087,ID,0
chốt demo (user),732,AAM_mineral_rich,OOD,0.7,ID,0
chốt demo (user),733,AAM_mineral_rich,OOD,0.7,ID,0
chốt demo (user),734,AAM_mineral_rich,OOD,0.7,ID,0
chốt demo (user),735,AAM_mineral_rich,OOD,0.7,ID,0
chốt demo (user),736,AAM_mineral_rich,OOD,0.699958,ID,0
chốt demo (user),737,AAM_mineral_rich,OOD,0.7,ID,0
chốt demo (user),738,AAM_mineral_rich,OOD,0.7,ID,0
chốt demo (user),739,AAM_mineral_rich,OOD,0.7,ID,0
chốt demo (user),740,AAM_mineral_rich,OOD,0.699998,ID,0
chốt demo (user),741,AAM_mineral_rich,OOD,0.673702,ID,0
chốt demo (user),742,AAM_mineral_rich,OOD,0.699923,ID,0
chốt demo (user),743,AAM_mineral_rich,OOD,0.697689,ID,0
chốt demo (user),744,AAM_mineral_rich,OOD,0.7,ID,0
chốt demo (user),745,AAM_mineral_rich,OOD,0.699824,ID,0
chốt demo (user),746,AAM_mineral_rich,OOD,0.7,ID,0
chốt demo (user),747,AAM_mineral_rich,OOD,0.7,ID,0
chốt demo (user),748,AAM_mineral_rich,OOD,0.646537,ID,0
chốt demo (user),749,AAM_mineral_rich,OOD,0.696608,ID,0
chốt demo (user),750,AAM_mineral_rich,OOD,0.7,ID,0
chốt demo (user),751,AAM_mineral_rich,OOD,0.7,ID,0
chốt demo (user),752,AAM_mineral_rich,OOD,0.7,ID,0
chốt demo (user),753,AAM_mineral_rich,OOD,0.7,ID,0
chốt demo (user),754,AAM_mineral_rich,OOD,0.7,ID,0
chốt demo (user),755,AAM_mineral_rich,OOD,0.7,ID,0
chốt demo (user),756,AAM_mineral_rich,OOD,0.7,ID,0
chốt demo (user),757,AAM_mineral_rich,OOD,0.7,ID,0
chốt demo (user),758,AAM_mineral_rich,OOD,0.699999,ID,0
chốt demo (user),759,AAM_mineral_rich,OOD,0.698885,ID,0
chốt demo (user),760,AAM_mineral_rich,OOD,0.602998,ID,0
chốt demo (user),761,AAM_mineral_rich,OOD,0.699995,ID,0
chốt demo (user),762,AAM_mineral_rich,OOD,0.699625,ID,0
chốt demo (user),763,AAM_mineral_rich,OOD,0.62388,ID,0
chốt demo (user),764,AAM_mineral_rich,OOD,0.7,ID,0
chốt demo (user),765,AAM_mineral_rich,OOD,0.7,ID,0
chốt demo (user),766,AAM_mineral_rich,OOD,0.691491,ID,0
chốt demo (user),767,AAM_mineral_rich,OOD,0.699999,ID,0
chốt demo (user),768,AAM_mineral_rich,OOD,0.7,ID,0
chốt demo (user),769,AAM_mineral_rich,OOD,0.699993,ID,0
chốt demo (user),770,AAM_mineral_rich,OOD,0.7,ID,0
chốt demo (user),771,AAM_mineral_rich,OOD,0.699998,ID,0
chốt demo (user),772,AAM_mineral_rich,OOD,0.7,ID,0
chốt demo (user),773,AAM_mineral_rich,OOD,0.7,ID,0
chốt demo (user),774,AAM_mineral_rich,OOD,0.7,ID,0
chốt demo (user),775,AAM_mineral_rich,OOD,0.699819,ID,0
chốt demo (user),776,AAM_mineral_rich,OOD,0.7,ID,0
chốt demo (user),777,AAM_mineral_rich,OOD,0.691655,ID,0
chốt demo (user),778,AAM_mineral_rich,OOD,0.7,ID,0
chốt demo (user),779,AAM_mineral_rich,OOD,0.7,ID,0
